pay_date,period_start,period_end,employee_id,full_name,department,annual_salary,gross_pay,employee_taxes,benefits,net_pay,employer_cost,location,bank_account,direct_deposit_last4
2026-01-09,2025-12-27,2026-01-09,EMP-2556,Noel Patel,Finance,152309,3815.91,291.92,95.0,3428.99,4202.83,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2557,Oakley Shah,Operations,152446,3819.35,292.18,95.0,3432.17,4206.53,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2558,Parker Vega,G&A,152583,3822.78,292.44,95.0,3435.34,4210.22,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2559,Quinn Abbott,Customer Success,152720,3826.21,292.71,95.0,3438.5,4213.92,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2560,Reese Diaz,Warehouse,152857,3829.64,292.97,95.0,3441.67,4217.61,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2561,Sage Greene,Engineering,152994,3833.07,293.23,95.0,3444.84,4221.3,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2562,Taylor Jones,Sales,153131,3836.5,293.49,95.0,3448.01,4224.99,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2563,Uma Meyer,Finance,153268,3839.94,293.76,95.0,3451.18,4228.7,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2564,Val Patel,Operations,153405,3843.37,294.02,95.0,3454.35,4232.39,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2565,Winter Shah,G&A,153542,3846.8,294.28,95.0,3457.52,4236.08,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2566,Xen Vega,Customer Success,153679,3850.23,294.54,95.0,3460.69,4239.77,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2567,Alex Abbott,Warehouse,153816,3853.67,294.81,95.0,3463.86,4243.48,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2568,Blair Diaz,Engineering,153953,3857.1,295.07,95.0,3467.03,4247.17,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2569,Casey Greene,Sales,154090,3860.53,295.33,95.0,3470.2,4250.86,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2570,Drew Jones,Finance,154227,3863.97,295.59,95.0,3473.38,4254.56,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2571,Eden Meyer,Operations,154364,3867.4,295.86,95.0,3476.54,4258.26,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2572,Finley Patel,G&A,154501,3870.83,296.12,95.0,3479.71,4261.95,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2573,Gray Shah,Customer Success,154638,3874.26,296.38,95.0,3482.88,4265.64,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2574,Harper Vega,Warehouse,154775,3877.69,296.64,95.0,3486.05,4269.33,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2575,Indigo Abbott,Engineering,154912,3881.12,296.91,95.0,3489.21,4273.03,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2576,Jules Diaz,Sales,155049,3884.56,297.17,95.0,3492.39,4276.73,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2577,Kai Greene,Finance,155186,3887.99,297.43,95.0,3495.56,4280.42,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2578,Logan Jones,Operations,155323,3891.42,297.69,95.0,3498.73,4284.11,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2579,Morgan Meyer,G&A,155460,3894.86,297.96,95.0,3501.9,4287.82,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2580,Noel Patel,Customer Success,155597,3898.29,298.22,95.0,3505.07,4291.51,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2581,Oakley Shah,Warehouse,155734,3901.72,298.48,95.0,3508.24,4295.2,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2582,Parker Vega,Engineering,155871,3905.15,298.74,95.0,3511.41,4298.89,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2583,Quinn Abbott,Sales,156008,3908.59,299.01,95.0,3514.58,4302.6,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2584,Reese Diaz,Finance,156145,3912.02,299.27,95.0,3517.75,4306.29,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2585,Sage Greene,Operations,156282,3915.45,299.53,95.0,3520.92,4309.98,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2586,Taylor Jones,G&A,156419,3918.89,299.8,95.0,3524.09,4313.69,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2587,Uma Meyer,Customer Success,156556,3922.31,300.06,95.0,3527.25,4317.37,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2588,Val Patel,Warehouse,156693,3925.74,300.32,95.0,3530.42,4321.06,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2589,Winter Shah,Engineering,156830,3929.18,300.58,95.0,3533.6,4324.76,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2590,Xen Vega,Sales,156967,3932.61,300.84,95.0,3536.77,4328.45,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2591,Alex Abbott,Finance,157104,3936.04,301.11,95.0,3539.93,4332.15,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2592,Blair Diaz,Operations,157241,3939.48,301.37,95.0,3543.11,4335.85,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2593,Casey Greene,G&A,157378,3942.91,301.63,95.0,3546.28,4339.54,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2594,Drew Jones,Customer Success,157515,3946.34,301.9,95.0,3549.44,4343.24,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2595,Eden Meyer,Warehouse,157652,3949.77,302.16,95.0,3552.61,4346.93,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2596,Finley Patel,Engineering,157789,3953.21,302.42,95.0,3555.79,4350.63,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2597,Gray Shah,Sales,157926,3956.64,302.68,95.0,3558.96,4354.32,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2598,Harper Vega,Finance,158063,3960.07,302.95,95.0,3562.12,4358.02,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2599,Indigo Abbott,Operations,158200,3963.51,303.21,95.0,3565.3,4361.72,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2600,Jules Diaz,G&A,158337,3966.93,303.47,95.0,3568.46,4365.4,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2601,Kai Greene,Customer Success,158474,3970.37,303.73,95.0,3571.64,4369.1,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2602,Logan Jones,Warehouse,158611,3973.8,304.0,95.0,3574.8,4372.8,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2603,Morgan Meyer,Engineering,158748,3977.23,304.26,95.0,3577.97,4376.49,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2604,Noel Patel,Sales,158885,3980.66,304.52,95.0,3581.14,4380.18,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2605,Oakley Shah,Finance,159022,3984.1,304.78,95.0,3584.32,4383.88,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2606,Parker Vega,Operations,159159,3987.53,305.05,95.0,3587.48,4387.58,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2607,Quinn Abbott,G&A,159296,3990.96,305.31,95.0,3590.65,4391.27,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2608,Reese Diaz,Customer Success,159433,3994.4,305.57,95.0,3593.83,4394.97,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2609,Sage Greene,Warehouse,159570,3997.83,305.83,95.0,3597.0,4398.66,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2610,Taylor Jones,Engineering,159707,4001.26,306.1,95.0,3600.16,4402.36,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2611,Uma Meyer,Sales,159844,4004.69,306.36,95.0,3603.33,4406.05,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2612,Val Patel,Finance,159981,4008.13,306.62,95.0,3606.51,4409.75,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2613,Winter Shah,Operations,160118,4011.55,306.88,95.0,3609.67,4413.43,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2614,Xen Vega,G&A,160255,4014.99,307.15,95.0,3612.84,4417.14,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2615,Alex Abbott,Customer Success,160392,4018.42,307.41,95.0,3616.01,4420.83,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2616,Blair Diaz,Warehouse,160529,4021.85,307.67,95.0,3619.18,4424.52,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2617,Casey Greene,Engineering,160666,4025.28,307.93,95.0,3622.35,4428.21,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2618,Drew Jones,Sales,160803,4028.72,308.2,95.0,3625.52,4431.92,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2619,Eden Meyer,Finance,160940,4032.15,308.46,95.0,3628.69,4435.61,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2620,Finley Patel,Operations,161077,4035.58,308.72,95.0,3631.86,4439.3,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2621,Gray Shah,G&A,161214,4039.02,308.99,95.0,3635.03,4443.01,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2622,Harper Vega,Customer Success,161351,4042.45,309.25,95.0,3638.2,4446.7,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2623,Indigo Abbott,Warehouse,161488,4045.88,309.51,95.0,3641.37,4450.39,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2624,Jules Diaz,Engineering,161625,4049.31,309.77,95.0,3644.54,4454.08,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2625,Kai Greene,Sales,161762,4052.75,310.04,95.0,3647.71,4457.79,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2626,Logan Jones,Finance,161899,4056.17,310.3,95.0,3650.87,4461.47,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2627,Morgan Meyer,Operations,72036,1804.77,138.06,95.0,1571.71,2037.83,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2628,Noel Patel,G&A,72173,1808.2,138.33,95.0,1574.87,2041.53,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2629,Oakley Shah,Customer Success,72310,1811.63,138.59,95.0,1578.04,2045.22,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2630,Parker Vega,Warehouse,72447,1815.07,138.85,95.0,1581.22,2048.92,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2631,Quinn Abbott,Engineering,72584,1818.5,139.12,95.0,1584.38,2052.62,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2632,Reese Diaz,Sales,72721,1821.93,139.38,95.0,1587.55,2056.31,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2633,Sage Greene,Finance,72858,1825.37,139.64,95.0,1590.73,2060.01,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2634,Taylor Jones,Operations,72995,1828.8,139.9,95.0,1593.9,2063.7,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2635,Uma Meyer,G&A,73132,1832.23,140.17,95.0,1597.06,2067.4,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2636,Val Patel,Customer Success,73269,1835.66,140.43,95.0,1600.23,2071.09,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2637,Winter Shah,Warehouse,73406,1839.1,140.69,95.0,1603.41,2074.79,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2638,Xen Vega,Engineering,73543,1842.53,140.95,95.0,1606.58,2078.48,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2639,Alex Abbott,Sales,73680,1845.96,141.22,95.0,1609.74,2082.18,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2640,Blair Diaz,Finance,73817,1849.4,141.48,95.0,1612.92,2085.88,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2641,Casey Greene,Operations,73954,1852.82,141.74,95.0,1616.08,2089.56,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2642,Drew Jones,G&A,74091,1856.25,142.0,95.0,1619.25,2093.25,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2643,Eden Meyer,Customer Success,74228,1859.69,142.27,95.0,1622.42,2096.96,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2644,Finley Patel,Warehouse,74365,1863.12,142.53,95.0,1625.59,2100.65,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2645,Gray Shah,Engineering,74502,1866.55,142.79,95.0,1628.76,2104.34,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2646,Harper Vega,Sales,74639,1869.99,143.05,95.0,1631.94,2108.04,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2647,Indigo Abbott,Finance,74776,1873.42,143.32,95.0,1635.1,2111.74,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2648,Jules Diaz,Operations,74913,1876.85,143.58,95.0,1638.27,2115.43,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2649,Kai Greene,G&A,75050,1880.28,143.84,95.0,1641.44,2119.12,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2650,Logan Jones,Customer Success,75187,1883.72,144.1,95.0,1644.62,2122.82,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2651,Morgan Meyer,Warehouse,75324,1887.15,144.37,95.0,1647.78,2126.52,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2652,Noel Patel,Engineering,75461,1890.58,144.63,95.0,1650.95,2130.21,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2653,Oakley Shah,Sales,75598,1894.02,144.89,95.0,1654.13,2133.91,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2654,Parker Vega,Finance,75735,1897.44,145.15,95.0,1657.29,2137.59,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2655,Quinn Abbott,Operations,75872,1900.88,145.42,95.0,1660.46,2141.3,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2656,Reese Diaz,G&A,76009,1904.31,145.68,95.0,1663.63,2144.99,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2657,Sage Greene,Customer Success,76146,1907.74,145.94,95.0,1666.8,2148.68,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2658,Taylor Jones,Warehouse,76283,1911.17,146.2,95.0,1669.97,2152.37,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2659,Uma Meyer,Engineering,76420,1914.61,146.47,95.0,1673.14,2156.08,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2660,Val Patel,Sales,76557,1918.04,146.73,95.0,1676.31,2159.77,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2661,Winter Shah,Finance,76694,1921.47,146.99,95.0,1679.48,2163.46,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2662,Xen Vega,Operations,76831,1924.91,147.26,95.0,1682.65,2167.17,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2663,Alex Abbott,G&A,76968,1928.34,147.52,95.0,1685.82,2170.86,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2664,Blair Diaz,Customer Success,77105,1931.77,147.78,95.0,1688.99,2174.55,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2665,Casey Greene,Warehouse,77242,1935.2,148.04,95.0,1692.16,2178.24,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2666,Drew Jones,Engineering,77379,1938.64,148.31,95.0,1695.33,2181.95,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2667,Eden Meyer,Sales,77516,1942.06,148.57,95.0,1698.49,2185.63,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2668,Finley Patel,Finance,77653,1945.5,148.83,95.0,1701.67,2189.33,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2669,Gray Shah,Operations,77790,1948.93,149.09,95.0,1704.84,2193.02,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2670,Harper Vega,G&A,77927,1952.36,149.36,95.0,1708.0,2196.72,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2671,Indigo Abbott,Customer Success,78064,1955.79,149.62,95.0,1711.17,2200.41,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2672,Jules Diaz,Warehouse,78201,1959.23,149.88,95.0,1714.35,2204.11,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2673,Kai Greene,Engineering,78338,1962.66,150.14,95.0,1717.52,2207.8,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2674,Logan Jones,Sales,78475,1966.09,150.41,95.0,1720.68,2211.5,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2675,Morgan Meyer,Finance,78612,1969.53,150.67,95.0,1723.86,2215.2,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2676,Noel Patel,Operations,78749,1972.96,150.93,95.0,1727.03,2218.89,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2677,Oakley Shah,G&A,78886,1976.39,151.19,95.0,1730.2,2222.58,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2678,Parker Vega,Customer Success,79023,1979.82,151.46,95.0,1733.36,2226.28,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2679,Quinn Abbott,Warehouse,79160,1983.26,151.72,95.0,1736.54,2229.98,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2680,Reese Diaz,Engineering,79297,1986.68,151.98,95.0,1739.7,2233.66,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2681,Sage Greene,Sales,79434,1990.12,152.24,95.0,1742.88,2237.36,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2682,Taylor Jones,Finance,79571,1993.55,152.51,95.0,1746.04,2241.06,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2683,Uma Meyer,Operations,79708,1996.98,152.77,95.0,1749.21,2244.75,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2684,Val Patel,G&A,79845,2000.42,153.03,95.0,1752.39,2248.45,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2685,Winter Shah,Customer Success,79982,2003.85,153.29,95.0,1755.56,2252.14,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2686,Xen Vega,Warehouse,80119,2007.28,153.56,95.0,1758.72,2255.84,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2687,Alex Abbott,Engineering,80256,2010.71,153.82,95.0,1761.89,2259.53,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2688,Blair Diaz,Sales,80393,2014.15,154.08,95.0,1765.07,2263.23,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2689,Casey Greene,Finance,80530,2017.58,154.34,95.0,1768.24,2266.92,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2690,Drew Jones,Operations,80667,2021.01,154.61,95.0,1771.4,2270.62,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2691,Eden Meyer,G&A,80804,2024.45,154.87,95.0,1774.58,2274.32,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2692,Finley Patel,Customer Success,80941,2027.88,155.13,95.0,1777.75,2278.01,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2693,Gray Shah,Warehouse,81078,2031.3,155.39,95.0,1780.91,2281.69,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2694,Harper Vega,Engineering,81215,2034.74,155.66,95.0,1784.08,2285.4,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2695,Indigo Abbott,Sales,81352,2038.17,155.92,95.0,1787.25,2289.09,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2696,Jules Diaz,Finance,81489,2041.6,156.18,95.0,1790.42,2292.78,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2697,Kai Greene,Operations,81626,2045.04,156.45,95.0,1793.59,2296.49,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2698,Logan Jones,G&A,81763,2048.47,156.71,95.0,1796.76,2300.18,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2699,Morgan Meyer,Customer Success,81900,2051.9,156.97,95.0,1799.93,2303.87,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2700,Noel Patel,Warehouse,82037,2055.33,157.23,95.0,1803.1,2307.56,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2701,Oakley Shah,Engineering,82174,2058.77,157.5,95.0,1806.27,2311.27,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2702,Parker Vega,Sales,82311,2062.2,157.76,95.0,1809.44,2314.96,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2703,Quinn Abbott,Finance,82448,2065.63,158.02,95.0,1812.61,2318.65,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2704,Reese Diaz,Operations,82585,2069.07,158.28,95.0,1815.79,2322.35,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2705,Sage Greene,G&A,82722,2072.5,158.55,95.0,1818.95,2326.05,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2706,Taylor Jones,Customer Success,82859,2075.93,158.81,95.0,1822.12,2329.74,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2707,Uma Meyer,Warehouse,82996,2079.36,159.07,95.0,1825.29,2333.43,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2708,Val Patel,Engineering,83133,2082.79,159.33,95.0,1828.46,2337.12,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2709,Winter Shah,Sales,83270,2086.22,159.6,95.0,1831.62,2340.82,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2710,Xen Vega,Finance,83407,2089.66,159.86,95.0,1834.8,2344.52,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2711,Alex Abbott,Operations,83544,2093.09,160.12,95.0,1837.97,2348.21,"Cambridge, MA",BANK-PAYROLL,
2026-01-09,2025-12-27,2026-01-09,EMP-2712,Blair Diaz,G&A,83681,2096.52,160.38,95.0,1841.14,2351.9,"Cambridge, MA",BANK-PAYROLL,
